,name,label,description,link
19,LEGACY_ANNUAL_RATES,Legacy Annual Average Rates,The legacy exchange rates were last updated 28 April 2017 and will not be updated in future. Exchange rates are expressed as 1 unit of the foreign currency converted into Canadian dollars. All Bank of Canada exchange rates are indicative rates only.,https://www.bankofcanada.ca/valet/groups/LEGACY_ANNUAL_RATES
20,SAN-2017-2,Staff Analytical Note 2017-2,"This file contains data based on the Bank of Canada research paper described below. The data is not an official statistical release by the Bank of Canada, and it is provided on a voluntary basis by the author(s). The Bank and the author(s) are not responsible for errors in this file and do not guarantee that the series will be updated in the future. A contact person is listed below for any question or other inquiry.
Sources:
Bloomberg Finance L.P., Bloomberg Finance L.P./Bank of America Merrill Lynch
Note from the author(s):
The model is re-estimated every time new data is available and the data provided is the resulting in-sample fit. As such, all data series provided are revised when new data is available.
Contact person:
Maxime Leboeuf (mleboeuf@bank-banque-canada.ca)",https://www.bankofcanada.ca/valet/groups/SAN-2017-2
21,RRB_INDEX_RATIO,Real Return Bonds - Index ratios,Real Return Bonds - Index ratios,https://www.bankofcanada.ca/valet/groups/RRB_INDEX_RATIO
22,FSR-2016-DECEMBER,December 2016 FSR,December 2016 FSR,https://www.bankofcanada.ca/valet/groups/FSR-2016-DECEMBER
23,FSR-2016-DECEMBER-CHART-2,"December 2016 FSR, Chart 2","December 2016 FSR, Chart 2",https://www.bankofcanada.ca/valet/groups/FSR-2016-DECEMBER-CHART-2
24,FSR-2016-DECEMBER-CHART-5,"December 2016 FSR, Chart 5","December 2016 FSR, Chart 5",https://www.bankofcanada.ca/valet/groups/FSR-2016-DECEMBER-CHART-5
25,FSR-2016-DECEMBER-CHART-6,"December 2016 FSR, Chart 6","December 2016 FSR, Chart 6",https://www.bankofcanada.ca/valet/groups/FSR-2016-DECEMBER-CHART-6
26,FSR-2016-DECEMBER-CHART-7,"December 2016 FSR, Chart 7","December 2016 FSR, Chart 7",https://www.bankofcanada.ca/valet/groups/FSR-2016-DECEMBER-CHART-7
27,FSR-2016-DECEMBER-CHART-8,"December 2016 FSR, Chart 8","December 2016 FSR, Chart 8",https://www.bankofcanada.ca/valet/groups/FSR-2016-DECEMBER-CHART-8
28,FSR-2016-DECEMBER-CHART-2A,"December 2016 FSR, Chart 2A","December 2016 FSR, Chart 2A",https://www.bankofcanada.ca/valet/groups/FSR-2016-DECEMBER-CHART-2A
29,FSR-2017-JUNE-CHART-2,"June 2017 FSR, Chart 2","June 2017 FSR, Chart 2",https://www.bankofcanada.ca/valet/groups/FSR-2017-JUNE-CHART-2
30,FSR-2017-JUNE-CHART-3,"June 2017 FSR, Chart 3","June 2017 FSR, Chart 3",https://www.bankofcanada.ca/valet/groups/FSR-2017-JUNE-CHART-3
31,FSR-2017-JUNE-CHART-4,"June 2017 FSR, Chart 4","June 2017 FSR, Chart 4",https://www.bankofcanada.ca/valet/groups/FSR-2017-JUNE-CHART-4
32,FSR-2017-JUNE-CHART-5,"June 2017 FSR, Chart 5","June 2017 FSR, Chart 5",https://www.bankofcanada.ca/valet/groups/FSR-2017-JUNE-CHART-5
33,FSR-2017-JUNE-CHART-6,"June 2017 FSR, Chart 6","June 2017 FSR, Chart 6",https://www.bankofcanada.ca/valet/groups/FSR-2017-JUNE-CHART-6
34,FSR-2017-JUNE-CHART-7,"June 2017 FSR, Chart 7","June 2017 FSR, Chart 7",https://www.bankofcanada.ca/valet/groups/FSR-2017-JUNE-CHART-7
35,FSR-2017-JUNE-CHART-8,"June 2017 FSR, Chart 8","June 2017 FSR, Chart 8",https://www.bankofcanada.ca/valet/groups/FSR-2017-JUNE-CHART-8
36,FSR-2017-JUNE,June 2017 FSR,June 2017 FSR,https://www.bankofcanada.ca/valet/groups/FSR-2017-JUNE
37,CEER_DAILY,CEER Daily,Daily Nominal Canadian Effective Exchange Rates,https://www.bankofcanada.ca/valet/groups/CEER_DAILY
38,CEER_MONTHLY_NOMINAL,CEER Monthly Nominal,Monthly Nominal Canadian Effective Exchange Rates,https://www.bankofcanada.ca/valet/groups/CEER_MONTHLY_NOMINAL
39,CEER_MONTHLY_REAL,CEER Monthly Real,Monthly Real Canadian Effective Exchange Rates,https://www.bankofcanada.ca/valet/groups/CEER_MONTHLY_REAL
40,CEER_TOTAL_WEIGHTS,CEER Total Weights,Canadian Effective Exchange Rate Total Weights,https://www.bankofcanada.ca/valet/groups/CEER_TOTAL_WEIGHTS
41,CEER_EXPORT_WEIGHTS,CEER Export Weights,Canadian Effective Exchange Rate Export Weights,https://www.bankofcanada.ca/valet/groups/CEER_EXPORT_WEIGHTS
42,CEER_IMPORT_WEIGHTS,CEER Import Weights,Canadian Effective Exchange Rate Import Weights,https://www.bankofcanada.ca/valet/groups/CEER_IMPORT_WEIGHTS
43,CEER_THIRD-MARKET_COMPETITION_WEIGHTS,CEER Third-Market Competition Weights,Canadian Effective Exchange Rate Third-Market Competition Weights,https://www.bankofcanada.ca/valet/groups/CEER_THIRD-MARKET_COMPETITION_WEIGHTS
44,CEER,CEER,CEER,https://www.bankofcanada.ca/valet/groups/CEER
45,B1_MONTHLY,Bank of Canada assets and liabilities: Month-end,"Month-end, Millions of dollars",https://www.bankofcanada.ca/valet/groups/B1_MONTHLY
46,B2_WEEKLY,Bank of Canada assets and liabilities: Weekly,"Weekly Wednesday, Millions of dollars",https://www.bankofcanada.ca/valet/groups/B2_WEEKLY
47,B3_MONTHLY,Positions of members of Payments Canada with the Bank of Canada,"Month-end, Millions of dollars",https://www.bankofcanada.ca/valet/groups/B3_MONTHLY
48,B3_WEEKLY,Positions of members of Payments Canada with the Bank of Canada,"Weekly Wednesday, Millions of dollars",https://www.bankofcanada.ca/valet/groups/B3_WEEKLY
49,G4_WEEKLY,Government of Canada direct securities and loans: Distribution of holdings,"Weekly Wednesday, Millions of dollars (par value)",https://www.bankofcanada.ca/valet/groups/G4_WEEKLY
50,G4_MONTHLY,Government of Canada direct securities and loans: Distribution of holdings,"Month-end, Millions of dollars (par value)",https://www.bankofcanada.ca/valet/groups/G4_MONTHLY
51,GOCCADDEP_WEEKLY,Government of Canada Canadian Dollar Deposits,"Weekly Wednesday, Millions of dollars",https://www.bankofcanada.ca/valet/groups/GOCCADDEP_WEEKLY
52,F11_WEEKLY,Historical money market trading by type of security,"Weekly Wednesday, Millions of dollars",https://www.bankofcanada.ca/valet/groups/F11_WEEKLY
53,F14_WEEKLY,Historical strip bond trading and repos by type of security,"Weekly Wednesday, Millions of dollars",https://www.bankofcanada.ca/valet/groups/F14_WEEKLY
54,C1_MONTHLY,Chartered bank selected assets: Month-end,"Month-end, Millions of dollars",https://www.bankofcanada.ca/valet/groups/C1_MONTHLY
55,C2_MONTHLY,Chartered bank selected liabilities: Month-end,"Month-end, Millions of dollars",https://www.bankofcanada.ca/valet/groups/C2_MONTHLY
56,C3_MONTHLY,Historical chartered bank assets: Month-end,"Month-end, Millions of dollars",https://www.bankofcanada.ca/valet/groups/C3_MONTHLY
57,C4_MONTHLY,Historical chartered bank liabilities and shareholders,"Month-end, Millions of dollars",https://www.bankofcanada.ca/valet/groups/C4_MONTHLY
58,C8_MONTHLY,Historical chartered bank assets and liabilities: Selected seasonally adjusted series,"Monthly average, Millions of dollars",https://www.bankofcanada.ca/valet/groups/C8_MONTHLY
59,C9_MONTHLY,Chartered banks: Total foreign currency assets and liabilities,"Month-end, Millions of dollars",https://www.bankofcanada.ca/valet/groups/C9_MONTHLY
60,F12_WEEKLY,Historical bond market trading by type of security,"Weekly Wednesday, Millions of dollars",https://www.bankofcanada.ca/valet/groups/F12_WEEKLY
61,F13_WEEKLY,Historical Government of Canada treasury bill and bond trading with counterparties,"Weekly Wednesday, Millions of dollars",https://www.bankofcanada.ca/valet/groups/F13_WEEKLY
62,F2_MONTHLY,Historical corporate and other short-term paper outstanding,"Month-end, Millions of dollars",https://www.bankofcanada.ca/valet/groups/F2_MONTHLY
63,K1_ANNUAL,Bank of Canada note liabilities,"As at 31 December, Thousands of dollars",https://www.bankofcanada.ca/valet/groups/K1_ANNUAL
64,G6_MONTHLY,Government of Canada direct securities and loans: Classified by remaining term to maturity and type of asset,"Month-end, Millions of dollars (par value)",https://www.bankofcanada.ca/valet/groups/G6_MONTHLY
65,G7_MONTHLY,Government of Canada direct securities and loans: Holdings of general public classified by remaining term to maturity,"Month-end, Millions of dollars (par value)",https://www.bankofcanada.ca/valet/groups/G7_MONTHLY
66,K8_MONTHLY,Government of Canada bonds outstanding by currency of payments,"Month-end, Millions of dollars (par value)",https://www.bankofcanada.ca/valet/groups/K8_MONTHLY
67,OFFICIAL_INT_RES,Official International Reserves,Millions in U.S. dollars,https://www.bankofcanada.ca/valet/groups/OFFICIAL_INT_RES
68,C5_QUARTERLY,Chartered banks: Regional distribution of selected assets,"Quarter-end, Millions of dollars",https://www.bankofcanada.ca/valet/groups/C5_QUARTERLY
69,C6_QUARTERLY,Chartered banks: Regional distribution of selected liabilities,"Quarter-end, Millions of dollars",https://www.bankofcanada.ca/valet/groups/C6_QUARTERLY
70,SAN-2017-21,Staff Analytical Note - Evaluating real GDP growth forecasts in the Bank of Canada Monetary Policy Report,"This file contains data based on the Bank of Canada research paper described below. The data is not an official statistical release by the Bank of Canada, and it is provided on a voluntary basis by the authors. The Bank is not responsible for errors in this file. The Bank and the authors do not guarantee that the series will be updated in the future. A contact person is listed below for any question or other inquiry.
Research Paper:
Evaluating real GDP growth forecasts in the Bank of Canada Monetary Policy Report
Contact person:
Andre Binette (abinette@bank-banque-canada.ca)
Dmitri Tchebotarev (dtchebotarev@bank-banque-canada.ca)",https://www.bankofcanada.ca/valet/groups/SAN-2017-21
71,FSR-2017-NOVEMBER,November 2017 FSR,November 2017 FSR,https://www.bankofcanada.ca/valet/groups/FSR-2017-NOVEMBER
72,SLOS,Senior Loan Officer Survey,"The Senior Loan Officer Survey collects information on the business-lending practices of Canadian financial institutions. In particular, the Survey gathers the perspectives of respondents on price and non-price terms of business lending and on topical issues of interest to the Bank of Canada. The survey is conducted quarterly, near the end of the quarter for which the results are reported.",https://www.bankofcanada.ca/valet/groups/SLOS
73,C5_BN,Chartered banks: Regional distribution of selected assets - Bank notes and coin other than gold and silver bullion,"Quarter-end, Millions of dollars",https://www.bankofcanada.ca/valet/groups/C5_BN
74,C5_SECURITIES,Chartered banks: Regional distribution of selected assets - Securities issued or guaranteed,"Quarter-end, Millions of dollars
",https://www.bankofcanada.ca/valet/groups/C5_SECURITIES
75,C5_MORTGAGES,Chartered banks: Regional distribution of selected assets - Mortgages,"Quarter-end, Millions of dollars
",https://www.bankofcanada.ca/valet/groups/C5_MORTGAGES
76,C5_NONMORTGAGELOANS,Chartered banks: Regional distribution of selected assets - Non-mortgage loans,"Quarter-end, Millions of dollars
",https://www.bankofcanada.ca/valet/groups/C5_NONMORTGAGELOANS
77,C5_LBE,"Chartered banks: Regional distribution of selected assets - Land, building and equipment less accumulated depreciation","Quarter-end, Millions of dollars",https://www.bankofcanada.ca/valet/groups/C5_LBE
78,C5_CUSTOMERSLIABILITY,Chartered banks: Regional distribution of selected assets - Customers' liability under acceptances,"Quarter-end, Millions of dollars",https://www.bankofcanada.ca/valet/groups/C5_CUSTOMERSLIABILITY
79,C6_PERSONAL,Chartered banks: Regional distribution of selected liabilities - Personal deposits,"Quarter-end, Millions of dollars
",https://www.bankofcanada.ca/valet/groups/C6_PERSONAL
80,C6_NONPERSONAL,Chartered banks: Regional distribution of selected liabilities - Non-personal deposits,"Quarter-end, Millions of dollars",https://www.bankofcanada.ca/valet/groups/C6_NONPERSONAL
81,C6_ACCEPTANCES,Chartered banks: Regional distribution of selected liabilities - Acceptances,"Quarter-end, Millions of dollars",https://www.bankofcanada.ca/valet/groups/C6_ACCEPTANCES
82,C6_LIABILITIES,"Chartered banks: Regional distribution of selected liabilities - Liabilities of subsidiaries, other than deposits","Quarter-end, Millions of dollars",https://www.bankofcanada.ca/valet/groups/C6_LIABILITIES
83,C6_NONCONTROLLING,Chartered banks: Regional distribution of selected liabilities - Non-controlling interests in subsidiaries,"Quarter-end, Millions of dollars",https://www.bankofcanada.ca/valet/groups/C6_NONCONTROLLING
84,DELETE_ME,delete,delete,https://www.bankofcanada.ca/valet/groups/DELETE_ME
85,K8_CANADIAN,Government of Canada bonds outstanding by currency of payments - Canadian dollars,"Month-end, Millions of dollars (par value)
",https://www.bankofcanada.ca/valet/groups/K8_CANADIAN
86,K8_TOTAL,Government of Canada bonds outstanding by currency of payments - Total currencies,"Month-end, Millions of dollars (par value)
",https://www.bankofcanada.ca/valet/groups/K8_TOTAL
87,K9_MONTHLY,Historical net new issues of securities by corporations and federal government enterprises: Industrial classification,"Month-end, Millions of dollars (par value)",https://www.bankofcanada.ca/valet/groups/K9_MONTHLY
88,K8_FOREIGN,Government of Canada bonds outstanding by currency of payments - Foreign currencies,"Month-end, Millions of dollars (par value)",https://www.bankofcanada.ca/valet/groups/K8_FOREIGN
89,K8_FC_USD,Government of Canada bonds outstanding by currency of payments - Foreign currencies - United States dollars,"Month-end, Millions of dollars (par value)",https://www.bankofcanada.ca/valet/groups/K8_FC_USD
90,K8_FC_EURO,Government of Canada bonds outstanding by currency of payments - Foreign currencies - Euro,"Month-end, Millions of dollars (par value)",https://www.bankofcanada.ca/valet/groups/K8_FC_EURO
91,K8_FC_SWISS,Government of Canada bonds outstanding by currency of payments - Foreign currencies - Swiss francs,"Month-end, Millions of dollars (par value)",https://www.bankofcanada.ca/valet/groups/K8_FC_SWISS
92,K8_FC_POUND,Government of Canada bonds outstanding by currency of payments - Foreign currencies - Pound sterling,"Month-end, Millions of dollars (par value)",https://www.bankofcanada.ca/valet/groups/K8_FC_POUND
93,K8_FC_JAPAN,Government of Canada bonds outstanding by currency of payments - Foreign currencies - Japanese yen,"Month-end, Millions of dollars (par value)",https://www.bankofcanada.ca/valet/groups/K8_FC_JAPAN
94,K8_FC_OTHER,Government of Canada bonds outstanding by currency of payments - Foreign currencies - Other,"Month-end, Millions of dollars (par value)",https://www.bankofcanada.ca/valet/groups/K8_FC_OTHER
95,C10_QUARTERLY,Chartered banks: Total claims and liabilities booked worldwide vis-à-vis non-residents,"Quarter-end, Millions of dollars",https://www.bankofcanada.ca/valet/groups/C10_QUARTERLY
96,K12_QUARTERLY,Chartered banks: Classification of deposit liabilities,"Quarter-end, Millions of dollars",https://www.bankofcanada.ca/valet/groups/K12_QUARTERLY
97,B4_ANNUAL,Statistics pertaining to counterfeit Canadian bank notes,Annual,https://www.bankofcanada.ca/valet/groups/B4_ANNUAL
98,B4_QUARTERLY,Statistics pertaining to counterfeit Canadian bank notes ,Quarterly,https://www.bankofcanada.ca/valet/groups/B4_QUARTERLY
99,E1_MONTHLY,Selected monetary aggregates and their components,"Month-end, Millions of dollars",https://www.bankofcanada.ca/valet/groups/E1_MONTHLY
100,F4F10_MONTHLY,"Government of Canada debt securities: Gross new issues, retirements and net new issues","Monthly, Millions of dollars (par value)",https://www.bankofcanada.ca/valet/groups/F4F10_MONTHLY
101,E2_MONTHLY,Historical selected credit measures,"Monthly average or average of month ends, Millions of dollars",https://www.bankofcanada.ca/valet/groups/E2_MONTHLY
102,C7_QUARTERLY,Chartered banks: Classification of non-mortgage loans,"Quarter-end, Millions of dollars",https://www.bankofcanada.ca/valet/groups/C7_QUARTERLY
103,C7_CANADIAN,Chartered banks: Classification of non-mortgage loans - Canadian dollar loans,"Quarter-end, Millions of dollars",https://www.bankofcanada.ca/valet/groups/C7_CANADIAN
104,C7_FOREIGN,Chartered banks: Classification of non-mortgage loans - Foreign currency loans,"Quarter-end, Millions of dollars",https://www.bankofcanada.ca/valet/groups/C7_FOREIGN
105,C7_GRAPH,Chartered banks: Classification of non-mortgage loans,"Quarter-end, Millions of dollars",https://www.bankofcanada.ca/valet/groups/C7_GRAPH
106,K12_GRAPH,Chartered banks: Classification of deposit liabilities,"Quarter-end, Millions of dollars",https://www.bankofcanada.ca/valet/groups/K12_GRAPH
107,K12_CANADIAN,Chartered banks: Classification of deposit liabilities - Canadian dollar deposits,"Quarter-end, Millions of dollars",https://www.bankofcanada.ca/valet/groups/K12_CANADIAN
108,K12_FOREIGN,Chartered banks: Classification of deposit liabilities - Foreign currency deposits,"Quarter-end, Millions of dollars",https://www.bankofcanada.ca/valet/groups/K12_FOREIGN
109,C10_CLAIMS_TOTAL,Chartered banks: Total claims booked worldwide vis-à-vis non-residents - Total claims on non-residents - Total booked claims,"Quarter-end, Millions of dollars",https://www.bankofcanada.ca/valet/groups/C10_CLAIMS_TOTAL
110,C10_CLAIMS_US,Chartered banks: Total claims booked worldwide vis-à-vis non-residents - Total claims on non-residents - United States claims,"Quarter-end, Millions of dollars",https://www.bankofcanada.ca/valet/groups/C10_CLAIMS_US
111,C10_CLAIMS_WESTERNEUR,Chartered banks: Total claims booked worldwide vis-à-vis non-residents - Total claims on non-residents - Western Europe claims,"Quarter-end, Millions of dollars",https://www.bankofcanada.ca/valet/groups/C10_CLAIMS_WESTERNEUR
112,C10_CLAIMS_CENTRALEUR,Chartered banks: Total claims booked worldwide vis-à-vis non-residents - Total claims on non-residents - Central Europe and Central Asia claims,"Quarter-end, Millions of dollars",https://www.bankofcanada.ca/valet/groups/C10_CLAIMS_CENTRALEUR
113,C10_CLAIMS_EASTASIA,Chartered banks: Total claims booked worldwide vis-à-vis non-residents - Total claims on non-residents - East Asia and the Pacific claims,"Quarter-end, Millions of dollars",https://www.bankofcanada.ca/valet/groups/C10_CLAIMS_EASTASIA
114,C10_CLAIMS_LATINAMERICA,Chartered banks: Total claims booked worldwide vis-à-vis non-residents - Total claims on non-residents - Latin America and Caribbean claims,"Quarter-end, Millions of dollars",https://www.bankofcanada.ca/valet/groups/C10_CLAIMS_LATINAMERICA
115,C10_CLAIMS_NORTHAFRICA,Chartered banks: Total claims booked worldwide vis-à-vis non-residents - Total claims on non-residents - North Africa and Middle East claims,"Quarter-end, Millions of dollars",https://www.bankofcanada.ca/valet/groups/C10_CLAIMS_NORTHAFRICA
116,C10_CLAIMS_SUBSAHARAN,Chartered banks: Total claims booked worldwide vis-à-vis non-residents - Total claims on non-residents - Sub-Saharan Africa claims,"Quarter-end, Millions of dollars",https://www.bankofcanada.ca/valet/groups/C10_CLAIMS_SUBSAHARAN
117,C10_CLAIMS_OFFSHORE,Chartered banks: Total claims booked worldwide vis-à-vis non-residents - Total claims on non-residents - Offshore banking centers claims,"Quarter-end, Millions of dollars",https://www.bankofcanada.ca/valet/groups/C10_CLAIMS_OFFSHORE
118,C10_CLAIMS_UNALLOCATED,Chartered banks: Total claims booked worldwide vis-à-vis non-residents - Total claims on non-residents - Unallocated claims,"Quarter-end, Millions of dollars",https://www.bankofcanada.ca/valet/groups/C10_CLAIMS_UNALLOCATED
119,C10_CLAIMS_FOREIGN,Chartered banks: Total claims booked worldwide vis-à-vis non-residents - Total claims on non-residents - Foreign currency on Canadian residents claims,"Quarter-end, Millions of dollars",https://www.bankofcanada.ca/valet/groups/C10_CLAIMS_FOREIGN
120,C10_LIABILITIES_TOTAL,Chartered banks: Total liabilities booked worldwide vis-à-vis non-residents - Total liabilities to non-residents - Total booked liabilities,"Quarter-end, Millions of dollars",https://www.bankofcanada.ca/valet/groups/C10_LIABILITIES_TOTAL
121,C10_LIABILITIES_US,Chartered banks: Total liabilities booked worldwide vis-à-vis non-residents - Total liabilities to non-residents - United States liabilities,"Quarter-end, Millions of dollars",https://www.bankofcanada.ca/valet/groups/C10_LIABILITIES_US
122,C10_LIABILITIES_WESTERNEUR,Chartered banks: Total liabilities booked worldwide vis-à-vis non-residents - Total liabilities to non-residents - Western Europe liabilities,"Quarter-end, Millions of dollars",https://www.bankofcanada.ca/valet/groups/C10_LIABILITIES_WESTERNEUR
123,C10_LIABILITIES_CENTRALEUR,Chartered banks: Total liabilities booked worldwide vis-à-vis non-residents - Total liabilities to non-residents - Central Europe and Central Asia liabilities,"Quarter-end, Millions of dollars",https://www.bankofcanada.ca/valet/groups/C10_LIABILITIES_CENTRALEUR
124,C10_LIABILITIES_EASTASIA,Chartered banks: Total liabilities booked worldwide vis-à-vis non-residents - Total liabilities to non-residents - East Asia and the Pacific liabilities,"Quarter-end, Millions of dollars",https://www.bankofcanada.ca/valet/groups/C10_LIABILITIES_EASTASIA
125,C10_LIABILITIES_LATINAMERICA,Chartered banks: Total claims and liabilities booked worldwide vis-à-vis non-residents - Total liabilities to non-residents - Latin America and Caribbean liabilities,"Quarter-end, Millions of dollars",https://www.bankofcanada.ca/valet/groups/C10_LIABILITIES_LATINAMERICA
126,C10_LIABILITIES_NORTHAFRICA,Chartered banks: Total liabilities booked worldwide vis-à-vis non-residents - Total liabilities to non-residents - North Africa and Middle East liabilities,"Quarter-end, Millions of dollars",https://www.bankofcanada.ca/valet/groups/C10_LIABILITIES_NORTHAFRICA
